first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
jordan,howard,NA,RB,11/02/1994,Indiana,JH-5575,2555418,2384,9291cdcb-dfb9-40f8-ae5c-732179214311,00-0032780,HOW239418,32013030-2d30-3033-3237-383013f97b82
julian,howsare,NA,RB,09/11/1992,Clarion,JH-5650,NA,NA,NA,NA,NA,NA
jacob,huesman,NA,QB,02/27/1993,Chattanooga,JH-5725,2557833,NA,NA,00-0033195,HUE425940,NA
josh,huff,NA,WR,10/14/1991,Oregon,JH-5750,2543746,NA,NA,00-0030990,HUF194666,32013030-2d30-3033-3039-39304b2bb0af
jj,huggins,NA,TE,03/29/1976,Alabama State,JH-5800,2503916,NA,NA,NA,NA,NA
jimmie,hunt,NA,WR,09/04/1990,Missouri,JH-6050,2553539,NA,NA,00-0031833,HUN258289,NA
javin,hunter,NA,WR,05/09/1980,Notre Dame,JH-6200,2505180,NA,NA,NA,NA,NA
justin,hunter,NA,WR,05/20/1991,Tennessee,JH-6400,2540151,1977,NA,00-0030521,HUN711562,32013030-2d30-3033-3035-323154749213
jalen,hurd,NA,WR,01/23/1996,Baylor,JH-6450,2562287,NA,71ec11a9-874f-471d-8f0d-8de0dfdd4126,00-0034971,HUR080933,NA
juaquin,iglesias,NA,WR,08/22/1987,Oklahoma,JI-0100,80650,NA,NA,00-0026904,IGL422041,NA
joey,iosefa,NA,RB,06/09/1991,Hawaii,JI-0650,NA,NA,NA,NA,NA,NA
jasen,isom,NA,RB,01/07/1977,Cincinnati,JI-0700,2504465,NA,NA,NA,NA,NA
james,jackson,NA,RB,08/04/1976,Miami (FL),JJ-0200,2504682,NA,NA,NA,NA,NA
jarious,jackson,NA,QB,05/03/1977,Notre Dame,JJ-0300,2504292,NA,NA,NA,NA,NA
jerrell,jackson,NA,WR,02/06/1990,Missouri,JJ-0350,2533338,NA,NA,00-0029511,JAC240753,NA
justin,jackson,NA,RB,04/22/1996,Northwestern,JJ-0575,2560756,2970,ca18ce75-4a1a-4da9-aef4-350b168ac84a,00-0034440,JAC283219,32013030-2d30-3033-3434-34303c2d1fbf
josh,jacobs,NA,RB,02/11/1998,Alabama,JJ-0587,2562377,3255,c417f77b-3259-492a-a9bb-04fef121e3f0,00-0035700,JAC734615,32013030-2d30-3033-3537-3030adfaf832
javarris,james,NA,RB,09/18/1987,Miami (FL),JJ-0600,497182,NA,NA,00-0027467,JAM216623,00-0027467
jesse,james,NA,TE,06/04/1994,Penn State,JJ-0725,2552633,NA,1b42451b-830f-48f3-9b96-bd36cd50a8ac,00-0032135,JAM239797,32013030-2d30-3033-3231-333598f571f0
jawan,jamison,NA,RB,11/23/1991,Rutgers,JJ-0750,2540167,NA,NA,00-0030415,JAM799977,NA
jeff,janis,NA,WR,06/24/1991,Saginaw Valley,JJ-0775,2543750,2181,NA,00-0031001,JAN413854,32013030-2d30-3033-3130-3031661f7a3a
james,jenkins,NA,TE,08/17/1967,Rutgers,JJ-1500,2501383,NA,NA,NA,NA,NA
justin,jenkins,NA,WR,12/10/1980,Mississippi State,JJ-1800,2505727,NA,NA,NA,NA,NA
jerrel,jernigan,NA,WR,06/14/1989,Troy,JJ-2000,2495179,NA,NA,00-0028021,JER463741,32013030-2d30-3032-3830-32317a22de1f
james,jett,NA,WR,12/28/1970,West Virginia,JJ-2200,2501401,NA,NA,NA,NA,NA
jj,johnson,NA,RB,04/20/1974,Mississippi State,JJ-2400,2501425,NA,NA,NA,NA,NA
jakob,johnson,NA,RB,12/15/1994,Tennessee,JJ-2518,NA,NA,f1aa68f6-ff6b-4bc8-91f9-e3307a443b3b,NA,NA,NA
jamel,johnson,NA,WR,07/09/1991,Alabama State,JJ-2550,2555033,NA,NA,00-0032325,JOH321936,NA
james,johnson,NA,RB,09/06/1984,Kansas State,JJ-2600,2507363,NA,NA,00-0025913,JOH321946,NA
jaymar,johnson,NA,WR,07/10/1984,Jackson State,JJ-2800,2653,NA,NA,00-0026333,JOH341279,NA
jeremi,johnson,NA,RB,09/04/1980,Indiana,JJ-2900,NA,NA,NA,NA,NA,NA
jeremiah,johnson,NA,RB,02/15/1987,Oregon,JJ-3000,71349,NA,NA,00-0026799,JOH341659,32013030-2d30-3032-3637-393963be416c
jerome,johnson,NA,RB,01/19/1985,Nevada-Reno,JJ-3100,2507605,NA,NA,00-0026598,JOH343855,00-0026598
jerrod,johnson,NA,QB,07/27/1988,Texas A&M,JJ-3250,2495181,NA,NA,00-0028370,JOH344163,NA
jonvea,johnson,NA,WR,12/23/1995,Toledo,JJ-3462,2562839,NA,NA,00-0035417,JOH389620,NA
jordan,johnson,NA,RB,05/21/1994,Buffalo,JJ-3475,2559196,NA,NA,00-0033616,JOH390681,NA
josh,johnson,NA,QB,05/15/1986,San Diego,JJ-3500,264,NA,NA,00-0026300,JOH000001,32013030-2d30-3032-3633-30309d9860a0
justin,johnson,NA,TE,11/08/1996,Mississippi State,JJ-3650,2563026,NA,NA,00-0035092,JOH398787,NA
jj,jones,NA,WR,12/06/1992,West Georgia,JJ-3850,2561358,NA,NA,00-0034560,JON448539,32013030-2d30-3033-3435-36306ee49509
jacoby,jones,NA,WR,07/11/1984,Lane,JJ-3900,2495651,639,NA,00-0025460,JON404038,32013030-2d30-3032-3534-363091abd5a0
jamaal,jones,NA,WR,04/24/1981,Montana,JJ-3950,2556856,NA,NA,00-0033003,JON404245,NA
jamal,jones,NA,WR,04/24/1981,North Carolina A&T,JJ-4000,2505733,NA,NA,NA,NA,NA
james,jones,NA,WR,03/31/1984,San Jose State,JJ-4200,2507183,641,NA,00-0025465,JON404681,32013030-2d30-3032-3534-36357fe505a7
john,jones,NA,TE,04/04/1975,Indiana (PA),JJ-4500,2504077,NA,NA,NA,NA,NA
julio,jones,NA,WR,02/03/1989,Alabama,JJ-4700,2495454,1796,1cd0d8e0-0168-4e16-8221-093d3d0ddaa2,00-0027944,JON640315,32013030-2d30-3032-3739-3434d4d3846d
julius,jones,NA,RB,08/14/1981,Notre Dame,JJ-4800,2506030,NA,NA,00-0022840,JON514079,00-0022840
james,jordan,NA,WR,06/11/1978,Louisiana Tech,JJ-4900,2504460,NA,NA,NA,NA,NA
jarmar,julien,NA,RB,12/11/1979,San Jose State,JJ-5100,2504948,NA,NA,NA,NA,NA
joe,jurevicius,NA,WR,12/23/1974,Penn State,JJ-5200,2501548,NA,NA,NA,NA,NA
jermaine,kearse,NA,WR,02/06/1990,Washington,JK-0250,2532887,NA,NA,00-0029159,KEA511674,32013030-2d30-3032-3931-3539c6b87ab9
jeremy,kelley,NA,WR,06/09/1988,Maine,JK-0550,2540326,NA,NA,00-0029727,KEL270759,NA
jeff,kelly,NA,QB,09/07/1979,Southern Mississippi,JK-0600,2505197,NA,NA,NA,NA,NA
john,kelly,NA,RB,10/04/1996,Tennessee,JK-0775,2560777,NA,20b3f135-4e9e-42ec-995c-cfa2eed0ad23,00-0034808,KEL641184,32013030-2d30-3033-3438-3038419e1d30
jordan,kent,NA,WR,07/24/1984,Oregon,JK-0900,2507239,NA,NA,00-0025597,KEN737281,NA
jeremy,kerley,NA,WR,11/08/1988,Texas Christian,JK-1000,2495189,NA,NA,00-0028091,KER321479,32013030-2d30-3032-3830-39318b59324c
joe,kerridge,NA,RB,09/17/1992,Michigan,JK-1012,2556415,NA,NA,00-0032375,KER602889,32013030-2d30-3033-3233-3735766af1c9
jeff,king,NA,TE,02/19/1983,Virginia Tech,JK-1200,2495877,NA,NA,00-0024369,KIN534235,32013030-2d30-3032-3433-3639d4b22274
jon,kitna,NA,QB,09/21/1972,Central Washington,JK-1500,2501630,NA,NA,00-0009311,KIT155733,32013030-2d30-3030-3933-3131367590c9
jimmy,kleinsasser,NA,TE,01/31/1977,North Dakota,JK-1600,2501633,NA,NA,00-0009323,KLE428040,32013030-2d30-3030-3933-3233987100c2
joe,klopfenstein,NA,TE,11/09/1983,Colorado,JK-1700,2495880,NA,NA,00-0024261,KLO131680,NA
johnny,knox,NA,WR,11/03/1986,Abilene Christian,JK-1800,79595,1674,NA,00-0026913,KNO571695,32013030-2d30-3032-3639-3133ad67ba9f
jameson,konz,NA,TE,07/02/1986,Kent State,JK-1900,1037906,NA,NA,00-0027836,KON725546,NA
joe,kowalewski,NA,TE,11/15/1982,Syracuse,JK-2000,2506855,NA,NA,NA,NA,NA
jonathan,krause,NA,WR,01/18/1992,Vanderbilt,JK-2125,2550216,NA,NA,00-0030659,KRA641809,32013030-2d30-3033-3036-353996c48e00
john,kuhn,NA,RB,09/09/1982,Shippensburg,JK-2200,2506147,NA,NA,NA,NA,NA
jake,kumerow,NA,WR,02/17/1992,Wisconsin-Whitewater,JK-2250,2553548,NA,d8407bd0-787d-453e-abfe-9869cf7bc640,00-0031787,KUM425791,32013030-2d30-3033-3137-3837990186b1
jake,lampman,NA,WR,06/11/1993,Ferris State,JL-0209,2556882,NA,NA,00-0033021,LAM768131,NA
jarvis,landry,NA,WR,11/28/1992,LSU,JL-0215,2543488,2132,f6243d04-70fe-4fa9-9138-d797ecb64eaa,00-0031382,LAN163029,32013030-2d30-3033-3133-3832ba34ef7f
jerome,lane,NA,WR,03/09/1996,Akron,JL-0245,2558893,NA,NA,00-0033264,LAN313880,NA
jorvorskie,lane,NA,RB,02/04/1987,Texas A&M,JL-0260,NA,NA,NA,NA,NA,NA
jeremy,langford,NA,RB,12/06/1991,Michigan State,JL-0280,2552379,2306,NA,00-0031569,LAN550009,32013030-2d30-3033-3135-36399ef585da
jordan,lasley,NA,WR,11/13/1996,UCLA,JL-0450,2560785,NA,NA,00-0034271,LAS460737,NA
javone,lawson,NA,WR,02/17/1990,Louisiana-Lafayette,JL-0650,2539252,NA,NA,00-0030304,LAW669516,NA
jay,lee,NA,WR,06/29/1993,Baylor,JL-0950,2556589,NA,NA,00-0032559,LEE382497,NA
jordan,leggett,NA,TE,01/31/1995,Clemson,JL-1125,2557885,NA,f6e33f49-af7b-4e88-8aaa-6fa706fb8a6b,00-0033953,LEG424519,32013030-2d30-3033-3339-353392403fd8
josh,lenz,NA,WR,09/22/1990,Iowa State,JL-1175,2541853,NA,NA,00-0030135,LEN801846,NA
jordan,leslie,NA,WR,10/31/1991,Brigham Young,JL-1350,2553668,NA,NA,00-0031801,LES225858,32013030-2d30-3033-3138-3031fe3f989a
jamal,lewis,NA,RB,08/29/1979,Tennessee,JL-1400,2504298,NA,NA,NA,NA,NA
jeff,lewis,NA,QB,04/17/1973,Northern Arizona,JL-1500,2501745,NA,NA,NA,NA,NA
jermaine,lewis,NA,WR,10/16/1974,Maryland,JL-1600,2501746,NA,NA,NA,NA,NA
jonas,lewis,NA,RB,12/27/1976,San Diego State,JL-1700,2504019,NA,NA,NA,NA,NA
joe,licata,NA,QB,11/16/1992,Buffalo,JL-1850,2556897,NA,NA,00-0033027,LIC069214,NA
justice,liggins,NA,WR,12/14/1994,Stephen F Austin State,JL-1887,2559465,NA,NA,00-0034038,LIG422298,NA
jonathan,linton,NA,RB,11/07/1974,North Carolina,JL-2100,2501764,NA,NA,NA,NA,NA
johnathan,lloyd,NA,WR,12/04/1995,Duke,JL-2225,2563311,NA,NA,00-0035614,LLO670464,NA
jake,locker,NA,QB,06/15/1988,Washington,JL-2300,2495194,NA,NA,00-0027946,LOC066933,32013030-2d30-3032-3739-343665b0a7b1
jared,lorenzen,NA,QB,02/14/1981,Kentucky,JL-2700,2505854,NA,NA,NA,NA,NA
jp,losman,NA,QB,03/12/1981,Tulane,JL-2800,2506099,NA,NA,00-0022912,LOS588329,32013030-2d30-3032-3239-31326ca7d078
john,lovett,NA,QB,04/25/1996,Princeton,JL-2925,NA,NA,NA,NA,NA,NA
james,lynch,NA,RB,06/17/1982,Maryland,JL-3300,2505337,NA,NA,NA,NA,NA
jeremy,maclin,NA,WR,05/11/1988,Missouri,JM-0200,80429,1649,NA,00-0026995,MAC710352,32013030-2d30-3032-3639-39357171483a
john,madsen,NA,WR,05/09/1983,Utah,JM-0300,2506708,NA,NA,NA,NA,NA
jeff,maehl,NA,WR,03/16/1989,Oregon,JM-0400,2530713,NA,NA,00-0028543,MAE601871,32013030-2d30-3032-3835-3433d539f7c1
josh,magee,NA,WR,10/01/1991,South Alabama,JM-0550,2559118,NA,NA,00-0033231,MAG258939,NA
joel,makovicka,NA,RB,10/06/1975,Nebraska,JM-0700,NA,NA,NA,NA,NA,NA
josh,malone,NA,WR,03/21/1996,Tennessee,JM-0812,2558127,NA,0c95c4b4-2b13-40c7-ae7d-3c1c2c6a8a76,00-0033859,MAL678958,32013030-2d30-3033-3338-35397a3708c3
johnny,manziel,NA,QB,12/06/1992,Texas A&M,JM-0850,2543462,NA,NA,00-0031409,MAN794607,32013030-2d30-3033-3134-3039e3298e0a
jalin,marshall,NA,WR,07/21/1995,Ohio State,JM-0887,2556606,NA,NA,00-0032694,MAR417066,32013030-2d30-3033-3236-393442cdcb87
jamar,martin,NA,RB,04/12/1980,Ohio State,JM-1000,2505230,NA,NA,NA,NA,NA
jamie,martin,NA,QB,02/08/1970,Weber State,JM-1100,2501888,NA,NA,NA,NA,NA
jeron,mastrud,NA,TE,12/17/1987,Kansas State,JM-1200,497248,NA,NA,00-0027445,MAS806653,32013030-2d30-3032-3734-34352b37a79e
jeff,mathews,NA,QB,08/25/1991,Cornell,JM-1350,2550224,NA,NA,00-0030738,MAT565954,NA
jerome,mathis,NA,WR,07/26/1983,Hampton,JM-1400,2506452,NA,NA,NA,NA,NA
john,matthews,NA,WR,04/19/1986,San Diego,JM-1500,2507639,NA,NA,00-0026665,MAT569276,00-0026665
jordan,matthews,NA,WR,07/16/1992,Vanderbilt,JM-1550,2543500,2121,bf32282e-6389-4dc4-9f5a-2306943b201c,00-0031299,MAT569663,32013030-2d30-3033-3132-39392135827a
jacob,maxwell,NA,TE,01/04/1991,Louisiana-Lafayette,JM-1675,2550225,NA,NA,00-0030727,MAX484931,NA
jason,mcaddley,NA,WR,07/28/1979,Alabama,JM-2100,2504989,NA,NA,NA,NA,NA
justin,mccareins,NA,WR,12/01/1978,Northern Illinois,JM-2200,2504635,NA,NA,NA,NA,NA
jalan,mcclendon,NA,QB,NA,Baylor,JM-2700,2563271,NA,NA,NA,MCC390219,NA
josh,mccown,NA,QB,07/04/1979,Sam Houston State,JM-2900,2505076,786,NA,00-0021206,MCC600777,32013030-2d30-3032-3132-3036625eba8c
jeremy,mcdaniel,NA,WR,05/02/1976,Arizona,JM-3000,2501966,NA,NA,NA,NA,NA
jake,mcgee,NA,TE,09/19/1991,Florida,JM-3150,2556860,NA,NA,00-0032997,MCG169303,NA
jason,mckie,NA,RB,05/22/1980,Temple,JM-3300,2504883,NA,NA,00-0020805,MCK386889,NA
jerick,mckinnon,NA,RB,05/03/1992,Georgia Southern,JM-3450,2543715,2140,075c9c7e-c431-4dc9-bad4-d648ff0ab30b,00-0031376,MCK656764,32013030-2d30-3033-3133-3736bbc77460
jd,mckissic,NA,WR,08/15/1993,Arkansas State,JM-3475,2556440,NA,d4aae668-2308-4589-ae26-094c8646c7e6,00-0032602,MCK692580,32013030-2d30-3033-3236-30322d61541e
james,mcknight,NA,WR,06/17/1972,Liberty,JM-3500,2502028,NA,NA,NA,NA,NA
joe,mcknight,NA,RB,04/16/1988,USC,JM-3600,497192,NA,NA,00-0027712,MCK725816,32013030-2d30-3032-3737-313259ab26dd
jeremy,mcnichols,NA,RB,12/26/1995,Boise State,JM-3787,2557977,NA,NA,00-0033955,MCN750971,32013030-2d30-3033-3339-35358bd56d49
johnny,mcwilliams,NA,TE,12/14/1972,USC,JM-3900,2502056,NA,NA,NA,NA,NA
jakobi,meyers,NA,WR,11/09/1996,North Carolina State,JM-4162,2562492,NA,ccb5e8b7-a4f1-48c8-b76e-84d259bbdef6,00-0034960,MEY171606,32013030-2d30-3033-3439-3630b0246d62
jaydon,mickens,NA,WR,04/21/1994,Washington,JM-4175,2556861,NA,NA,00-0033006,MIC746298,32013030-2d30-3033-3330-3036ec2e2d3b
jim,miller,NA,QB,02/09/1971,Michigan State,JM-4500,2502109,NA,NA,NA,NA,NA
joe,mixon,NA,RB,07/24/1996,Oklahoma,JM-5275,2557976,2438,8f90d138-922e-4f77-a665-d474e4682a94,00-0033897,MIX564388,32013030-2d30-3033-3338-39376e907289
joe,montgomery,NA,RB,06/08/1976,Ohio State,JM-5600,2502172,NA,NA,NA,NA,NA
jmon,moore,NA,WR,05/23/1995,Missouri,JM-5650,2560814,NA,NA,00-0034268,MOO430639,32013030-2d30-3033-3432-36383ea3342c
jd,moore,NA,RB,05/30/1995,LSU,JM-5675,NA,NA,NA,NA,NA,NA
jalin,moore,NA,RB,11/28/1995,Appalachian State,JM-5687,2562689,NA,NA,00-0035505,MOO379213,NA
jason,moore,NA,WR,06/23/1995,Findlay,JM-5750,2562860,NA,1bbcc020-e5f9-43e3-89be-80698cd727ba,00-0035432,MOO383538,32013030-2d30-3033-3534-3332f83d4525
jerald,moore,NA,RB,11/20/1974,Oklahoma,JM-5800,2502186,NA,NA,NA,NA,NA
johnnie,morant,NA,WR,12/07/1981,Syracuse,JM-6000,2506062,NA,NA,NA,NA,NA
jake,moreland,NA,TE,01/18/1977,Western Michigan,JM-6100,2503950,NA,NA,NA,NA,NA
joe,morgan,NA,WR,03/23/1988,Walsh,JM-6200,NA,NA,NA,NA,NA,NA
josh,morgan,NA,WR,06/20/1985,Virginia Tech,JM-6300,832,NA,NA,00-0026314,MOR166910,32013030-2d30-3032-3633-3134eae926fa
johnnie,morton,NA,WR,10/07/1971,USC,JM-6400,2502213,NA,NA,NA,NA,NA
jj,moses,NA,WR,09/12/1979,Iowa State,JM-6500,2504347,NA,NA,NA,NA,NA
jimmay,mundine,NA,TE,11/12/1991,Kansas,JM-6750,2554136,NA,NA,00-0032237,MUN303378,NA
johnny,mundt,NA,TE,11/23/1994,Oregon,JM-6775,2558875,NA,9530768b-c5ab-4244-92cc-6bdd0aecba28,00-0033246,MUN312153,32013030-2d30-3033-3332-3436faa5da4f
james,mungro,NA,RB,02/13/1978,Syracuse,JM-6800,2504841,NA,NA,NA,NA,NA
jake,murphy,NA,TE,09/21/1989,Utah,JM-6850,2550588,NA,NA,00-0031165,MUR253604,NA
jared,murphy,NA,WR,07/20/1994,Miami (OH),JM-6875,2561664,NA,NA,00-0034862,MUR272447,NA
jordan,najvar,NA,TE,01/08/1991,Baylor,JN-0250,2550377,NA,NA,00-0030961,NAJ750719,NA
john,nalbone,NA,TE,05/14/1986,Monmouth,JN-0300,238440,NA,NA,00-0026923,NAL088990,NA
jojo,natson,NA,WR,02/01/1994,Akron,JN-0350,2558905,NA,feafab48-b9df-4c8e-a5f8-f17e881bd677,00-0033266,NAT573006,32013030-2d30-3033-3332-36364ea334d4
john,navarre,NA,QB,09/09/1980,Michigan,JN-0500,2506020,NA,NA,NA,NA,NA
jj,nelson,NA,WR,04/24/1992,Alabama-Birmingham,JN-0625,2552656,NA,NA,00-0032112,NEL488051,32013030-2d30-3033-3231-3132e3e0bff9
jordy,nelson,NA,WR,05/31/1985,Kansas State,JN-0900,1032,1350,NA,00-0026176,NEL517441,32013030-2d30-3032-3631-3736d63ba863
joshua,nesbitt,NA,QB,04/15/1988,Georgia Tech,JN-1100,2530723,NA,NA,00-0028508,NES072787,NA
jamar,newsome,NA,WR,11/05/1987,Central Florida,JN-1300,2495458,NA,NA,00-0028417,NEW570307,32013030-2d30-3032-3834-3137a6712517
jake,nordin,NA,TE,07/08/1984,Northern Illinois,JN-1600,2507148,NA,NA,NA,NA,NA
josh,norman,NA,TE,07/27/1980,Oklahoma,JN-1700,2534545,NA,NA,NA,NA,NA
jerious,norwood,NA,RB,07/29/1983,Mississippi State,JN-1800,2495921,NA,NA,00-0024294,NOR780922,32013030-2d30-3032-3432-3934b8660ecf
jordan,norwood,NA,WR,09/29/1986,Penn State,JN-1900,71417,NA,NA,00-0026739,NOR783179,32013030-2d30-3032-3637-3339295e70c1
jake,oconnell,NA,TE,11/06/1985,Miami (OH),JO-0100,238500,NA,NA,00-0027154,OCO172216,32013030-2d30-3032-3731-353420d2ccbf
james,oshaughnessy,NA,TE,01/14/1992,Illinois State,JO-0150,2553318,NA,60e77dca-78e3-4c19-bc8a-9ef89711628f,00-0031951,OSH126429,32013030-2d30-3033-3139-353149d0ce51
jeff,ogden,NA,WR,02/22/1975,Eastern Washington,JO-0400,2502344,NA,NA,NA,NA,NA
jamize,olawale,NA,RB,04/17/1989,North Texas,JO-0550,2536044,NA,ec55af02-ca44-483c-9b03-f4bf164175b4,00-0029492,OLA706032,32013030-2d30-3032-3934-39322aff7ddb
josh,oliver,NA,TE,03/21/1997,San Jose State,JO-0562,2562693,NA,09a78b7b-8369-4c4f-b9b9-777cf64d7025,00-0035249,OLI524360,32013030-2d30-3033-3532-34397b0cc1c8
jt,osullivan,NA,QB,08/25/1979,California-Davis,JO-0700,2505163,NA,NA,00-0021296,OSU394627,NA
john,owens,NA,TE,01/10/1980,Notre Dame,JO-1000,2505124,NA,NA,00-0021255,OWE521068,NA
jesse,palmer,NA,QB,10/05/1978,Florida,JP-0200,2504732,NA,NA,NA,NA,NA
jordan,palmer,NA,QB,05/30/1984,Texas-El Paso,JP-0300,2507237,NA,NA,00-0025592,PAL445384,32013030-2d30-3032-3535-393279a9cee5
joseph,parker,NA,WR,NA,Chattanooga,JP-0550,NA,NA,NA,NA,NA,NA
jalen,parmele,NA,RB,12/30/1985,Toledo,JP-0800,2643,NA,NA,00-0026316,PAR593998,32013030-2d30-3032-3633-31361d295c51
josh,parry,NA,RB,04/05/1978,San Jose State,JP-1200,NA,NA,NA,NA,NA,NA
jerome,pathon,NA,WR,12/16/1975,Washington,JP-1300,2502417,NA,NA,NA,NA,NA
jeff,paulk,NA,RB,04/26/1976,Arizona State,JP-1500,2502428,NA,NA,NA,NA,NA
jarrett,payton,NA,RB,12/26/1980,Miami (FL),JP-1700,2505711,NA,NA,NA,NA,NA
jordan,payton,NA,WR,09/01/1993,UCLA,JP-1750,2555370,NA,NA,00-0032974,PAY611897,32013030-2d30-3033-3239-3734fb2ccf79
justin,peelle,NA,TE,03/15/1979,Oregon,JP-1900,2505097,NA,NA,00-0021227,PEE424518,32013030-2d30-3032-3132-323741709ef4
justin,perillo,NA,TE,01/05/1991,Maine,JP-2050,2550243,NA,NA,00-0030758,PER083209,32013030-2d30-3033-3037-3538ac2ee984
josh,perkins,NA,TE,08/05/1993,Washington,JP-2075,2556444,NA,d9e383fa-39e1-4dab-bbce-d0320ed5d831,00-0032599,PER222525,32013030-2d30-3033-3235-39396ffc192b
john,peters,NA,TE,04/29/1992,Mount State Joseph,JP-2450,2553842,NA,NA,00-0031977,PET151496,NA
jake,phillips,NA,TE,09/04/1993,UNLV,JP-2550,NA,NA,NA,NA,NA,NA
john,phillips,NA,TE,06/11/1987,Virginia,JP-2800,71435,NA,NA,00-0027139,PHI371340,32013030-2d30-3032-3731-33391123bf69
jake,plummer,NA,QB,12/19/1974,Arizona State,JP-3200,2502499,NA,NA,NA,NA,NA
jason,pociask,NA,TE,02/09/1983,Wisconsin,JP-3300,2495929,NA,NA,00-0024364,POC296635,NA
jerry,porter,NA,WR,07/14/1978,West Virginia,JP-3400,2504308,NA,NA,NA,NA,NA
josh,portis,NA,QB,07/14/1987,California (PA),JP-3700,2530797,NA,NA,00-0028446,POR800817,NA
jake,powell,NA,TE,NA,Monmouth,JP-3950,2563134,NA,NA,NA,POW253554,NA
jhurell,pressley,NA,RB,05/20/1992,New Mexico,JP-4156,NA,NA,NA,NA,NA,NA
josiah,price,NA,TE,07/19/1993,Michigan State,JP-4168,2558989,NA,NA,00-0033332,PRI224675,NA
jay,prosch,NA,RB,08/21/1992,Auburn,JP-4187,2543695,NA,NA,00-0031085,PRO476929,32013030-2d30-3033-3130-383531dc65e2
julius,pruitt,NA,WR,12/30/1985,Ouachita Baptist,JP-4200,2507807,NA,NA,00-0027173,PRU485116,NA
jeb,putzier,NA,TE,01/20/1979,Boise State,JP-4400,2504995,NA,NA,NA,NA,NA
james,quick,NA,WR,10/06/1994,Louisville,JQ-0050,2558878,NA,NA,00-0033252,QUI099494,NA
jonathan,quinn,NA,QB,02/27/1975,Middle Tennessee,JQ-0100,2502570,NA,NA,NA,NA,NA
jason,rader,NA,TE,04/12/1981,Marshall,JR-0100,2505812,NA,NA,NA,NA,NA
joseph,randle,NA,RB,12/29/1991,Oklahoma State,JR-0250,2540171,2012,NA,00-0030388,RAN334748,32013030-2d30-3033-3033-3838f5502d38
jamie,reader,NA,RB,05/04/1974,Akron,JR-0400,2502599,NA,NA,NA,NA,NA
jamaica,rector,NA,WR,08/10/1981,Northwest Missouri State,JR-0500,2506229,NA,NA,NA,NA,NA
jr,redmond,NA,RB,09/28/1977,Arizona State,JR-0600,2504322,NA,NA,NA,NA,NA
jimmy,redmond,NA,WR,08/18/1977,Ohio State,JR-0700,2504417,NA,NA,NA,NA,NA
jake,reed,NA,WR,09/28/1967,Grambling,JR-0900,2502609,NA,NA,NA,NA,NA
jordan,reed,NA,TE,07/03/1990,Florida,JR-1150,2540160,1995,a2629580-8838-4c4d-9310-9cf322dc4b38,00-0030472,REE302847,32013030-2d30-3033-3034-3732a77a3295
josh,reed,NA,WR,05/01/1980,LSU,JR-1200,2505036,NA,NA,00-0021166,REE314559,NA
jason,reese,NA,TE,09/09/1995,Missouri,JR-1225,2561267,NA,NA,00-0034619,REE602488,NA
josh,reese,NA,WR,01/03/1991,Central Florida,JR-1250,2553734,NA,NA,00-0031849,REE643471,NA
joffrey,reynolds,NA,RB,11/26/1979,Houston,JR-1900,2505246,NA,NA,NA,NA,NA
josh,reynolds,NA,WR,02/16/1995,Texas A&M,JR-1950,2558194,NA,7fbaf6f8-2fab-4f48-a5a3-fba0a0b3953d,00-0033943,REY398905,32013030-2d30-3033-3339-34336e1f96bf
jerry,rice,NA,WR,10/13/1962,Mississippi Valley State,JR-2000,2502642,NA,NA,NA,NA,NA
jerry,rice,jr,WR,07/27/1991,UNLV,JR-2050,2550936,NA,NA,00-0031429,RIC134130,NA
jalen,richard,NA,RB,10/15/1993,Southern Mississippi,JR-2075,2556885,NA,0c868cc9-a506-449a-8dd1-56be5d5cca59,00-0033025,RIC215247,32013030-2d30-3033-3330-3235189aefb0
jay,riemersma,NA,TE,05/17/1973,Michigan,JR-2300,2502665,NA,NA,NA,NA,NA
javon,ringer,NA,RB,02/02/1987,Michigan State,JR-2400,79635,1653,NA,00-0027120,RIN387478,32013030-2d30-3032-3731-32307352cab7
jon,ritchie,NA,RB,09/04/1974,Stanford,JR-2500,2502677,NA,NA,NA,NA,NA
jamal,robertson,NA,RB,01/10/1977,Ohio Northern,JR-2600,2504799,NA,NA,NA,NA,NA
jamal,robinson,NA,WR,01/13/1993,Louisiana-Lafayette,JR-2650,2556667,NA,NA,00-0032524,ROB515724,NA
jeff,robinson,NA,TE,02/20/1970,Idaho,JR-2700,2502703,NA,NA,NA,NA,NA
jevoni,robinson,NA,TE,11/16/1992,Barry,JR-2725,2559567,NA,NA,00-0034057,ROB000001,NA
josh,robinson,NA,RB,08/24/1992,Mississippi State,JR-2775,2553462,NA,NA,00-0031611,ROB590769,32013030-2d30-3033-3136-3131c85d28bf
john,robinson-woodgett,NA,RB,08/01/1993,Massachusetts,JR-2787,NA,NA,NA,NA,NA,NA
jacquizz,rodgers,NA,RB,02/06/1990,Oregon State,JR-2800,2495471,1827,NA,00-0028083,ROD369979,32013030-2d30-3032-3830-3833aeef82a9
jay,rome,NA,TE,12/12/1992,Georgia,JR-3245,NA,NA,NA,NA,NA,NA
